sid,cohort-all,cohort-easy,cohort-hard,cohort-cls0,cohort-cls1,cohort-cls2,cohort-cls3,cohort-cls4
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-031,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-032,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-033,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-034,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-035,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-036,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-037,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-038,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-039,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-040,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-041,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-042,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-043,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-044,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-045,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-046,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-047,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-048,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-049,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-050,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-051,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-052,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-053,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-054,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-055,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-056,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-057,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-058,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-059,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-060,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-061,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-062,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-063,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-064,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-065,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-066,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-067,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-068,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-069,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-070,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-071,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-072,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-073,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-074,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-075,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-076,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-077,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-078,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-079,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t13-080,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-000,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-001,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-002,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-003,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-004,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-005,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-006,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-007,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-008,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-009,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-010,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-011,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-012,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-013,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-014,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-015,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-016,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-017,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-018,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-019,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-020,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-021,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-022,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-023,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-024,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-025,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-026,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-027,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-028,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-029,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-030,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-031,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-032,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-033,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-034,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-035,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-036,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-037,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-038,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-039,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-040,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-041,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-042,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-043,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-044,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-045,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-046,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-047,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-048,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-049,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-050,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-051,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-052,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-053,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-054,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-055,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-056,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-057,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-058,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-059,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-060,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-061,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-062,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-063,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-064,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-065,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-066,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-067,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-068,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-069,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-070,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-071,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-072,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-073,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-074,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-075,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-076,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-077,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-078,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-079,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t14-080,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-000,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-001,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-002,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-003,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-004,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-005,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-006,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-007,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-008,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-009,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-010,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-011,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-012,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-013,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-014,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-015,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-016,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-017,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-018,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-019,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-020,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-021,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-022,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-023,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-024,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-025,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-026,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-027,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-028,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-029,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-030,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-031,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-032,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-033,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-034,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-035,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-036,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-037,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-038,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-039,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-040,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-041,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-042,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-043,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-044,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-045,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-046,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-047,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-048,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-049,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-050,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-051,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-052,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-053,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-054,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-055,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-056,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-057,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-058,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-059,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-060,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-061,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-062,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-063,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-064,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-065,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-066,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-067,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-068,True,True,False,False,False,False,False,True
018_250710_normal_InVivo_RVolarForearm_Mosaic02_4x4_FOV600_z98_32Sp_z01_t15-069,True,True,False,False,False,False,False,True
